id,url,description,title,overview,items,amenities
1615151052979745025,https://fr.airbnb.com/rooms/1615151052979745025,Un séjour raffiné et confortable dans l'oasis de Casablanca,"Profitez d’un logement élégant et idéalement situé à Casablanca. Pensé pour offrir confort, calme et modernité, ce lieu vous accueille dans une atmosphère raffinée, parfaite aussi bien pour les séjours professionnels que pour les escapades urbaines. Chaque détail a été soigneusement conçu pour vous garantir une expérience agréable, dans un quartier central et paisible.","Logement entier : appartement - Casablanca, Maroc","['4 voyageurs', '1 chambre', '1 lit', '1\xa0salle de bain']","[{'Salle de bain': ['Shampoing', 'Eau chaude', 'Gel douche']}, {'Chambre et linge': ['Produits de base', 'Cintres', 'Linge de lit', 'Fer à repasser']}, {'Divertissement': ['Télévision']}, {'Chauffage et climatisation': ['Climatisation', 'Chauffage']}, {'Internet et bureau': ['Wifi']}, {'Cuisine et salle à manger': ['Cuisine']}, {'Services': ['Animaux acceptés']}]"
id,url,description,title,overview,items,amenities
1712999215678025447,https://fr.airbnb.com/rooms/1712999215678025447,Enjoy a stylish experience at this centrally-located place.,LB living 18 - une chambre avec balcon ,"Logement entier : appartement - Casablanca, Maroc","['2 voyageurs', '1 chambre', '1 lit', '1\xa0salle de bain']","[{'Salle de bain': ['Eau chaude']}, {'Chambre et linge': ['Lave-linge']}, {'Divertissement': ['Télévision']}, {'Chauffage et climatisation': ['Climatisation']}, {'Internet et bureau': ['Wifi']}, {'Cuisine et salle à manger': ['Cuisine']}, {'Parking et installations': ['Stationnement gratuit sur place']}, {'Services': ['Arrivée autonome', 'Serrure numérique']}]"
id,url,description,title,overview,items,amenities
1100073549668441262,https://fr.airbnb.com/rooms/1100073549668441262,"Offrez-vous une parenthèse de calme au cœur de Casablanca dans ce studio élégant et apaisant situé dans le quartier résidentiel prisé et sécurisé d’Oasis. Avec ses 43 mètres carrés intérieurs et sa grande terrasse privative de 29 mètres carrés, ce lieu offre un équilibre parfait entre confort moderne et sérénité. Idéal pour un séjour professionnel ou une escapade en couple, vous êtes à deux pas de la gare Oasis, de Casablanca Finance City et d’Anfa Park.",Studio B Living neuf - Oasis | Terrasse & Parking,"Logement entier : appartement - Casablanca, Maroc","['3 voyageurs', '1 chambre', '1 lit', '1\xa0salle de bain']","[{'Salle de bain': ['Sèche-cheveux', 'Produits de nettoyage', 'Shampoing', 'Après-shampoing', 'Eau chaude', 'Gel douche']}, {'Chambre et linge': ['Lave-linge', 'Sèche-linge (Gratuit) dans le bâtiment', 'Produits de base', 'Cintres', 'Linge de lit', 'Oreillers et couvertures supplémentaires', 'Fer à repasser', 'Étendoir à linge', 'Espace de rangement pour les vêtements\xa0: placard']}, {'Divertissement': ['Télévision', 'Appareils de fitness']}, {'Chauffage et climatisation': ['Climatisation', 'Chauffage central']}, {'Sécurité à la maison': ['Caméras de surveillance extérieures présentes sur place']}, {'Internet et bureau': ['Wifi']}, {'Cuisine et salle à manger': ['Cuisine', 'Réfrigérateur', 'Tout le nécessaire pour cuisiner', 'Vaisselle et couverts', 'Congélateur', 'Lave-vaisselle', 'Cuisinière électrique', 'Four en acier inoxydable', 'Bouilloire électrique', 'Cafetière\xa0: machine à expresso, Nespresso', 'Verres à vin', 'Compacteur de déchets', 'Table à manger', 'Café']}, {""Caractéristiques de l'emplacement"": ['Entrée privée', 'Laverie automatique à proximité']}, {'Parking et installations': ['Stationnement gratuit sur place', 'Stationnement gratuit dans la rue', 'Ascenseur', 'Salle de sport privée dans le bâtiment']}, {'Services': ['Logement fumeur', 'Séjours longue durée autorisés', 'Arrivée autonome', ""Personnel de l'immeuble"", 'Ménage disponible pendant le séjour']}]"
id,url,title,description,overview,items,amenities
1494037976383121202,https://fr.airbnb.com/rooms/1494037976383121202,Studio cosy à 2 min de la Corniche-Mosquée Hassan2,"Bienvenue dans votre escapade cosy et confortable au cœur du quartier Bourgogne à Casablanca, à quelques pas de l'avenue Zerktouni Maarif et de l'emblématique mosquée Mohamed VI ainsi que la corniche Ain diab. L'espace est soigneusement conçu avec une esthétique propre et moderne et dispose de tout ce dont vous avez besoin pour passer un bon séjour","Logement entier : appartement - Casablanca, Maroc","['4 voyageurs', '1 chambre', '1 lit', '1\xa0salle de bain']","[{'Salle de bain': ['Sèche-cheveux']}, {'Divertissement': ['Télévision']}, {'Chauffage et climatisation': ['Climatisation']}, {'Sécurité à la maison': ['Sonomètres présents sur place', 'Caméras de surveillance extérieures présentes sur place']}, {'Internet et bureau': ['Wifi']}, {'Cuisine et salle à manger': ['Cuisine']}, {'Parking et installations': ['Stationnement gratuit sur place']}]"
id,url,description,title,overview,items,amenities
1571976299224883188,https://fr.airbnb.com/rooms/1571976299224883188,"⭐ Studio moderne au cœur de Gauthier – Parfait pour 3 personnes<br /><br />Séjournez dans l'un des quartiers les plus centraux et les plus animés de Casablanca. Ce studio élégant offre un mélange parfait de confort, de fonctionnalité et d'emplacement, idéal pour les couples, les amis ou les voyageurs d'affaires.",Premium Gauthier• Séjour au centre-ville de Casablanca,"Logement entier : appartement - Casablanca, Maroc","['3 voyageurs', '1 chambre', '1 lit', '1\xa0salle de bain']","[{'Salle de bain': ['Sèche-cheveux', 'Produits de nettoyage', 'Shampoing', 'Savon pour le corps', 'Eau chaude', 'Gel douche']}, {'Chambre et linge': ['Lave-linge', 'Sèche-linge', 'Cintres', 'Linge de lit', 'Oreillers et couvertures supplémentaires', 'Stores ou rideaux occultants', 'Fer à repasser', 'Étendoir à linge', 'Espace de rangement pour les vêtements']}, {'Divertissement': ['Télévision', 'Livres et de quoi lire']}, {'Chauffage et climatisation': ['Climatisation', 'Ventilateur au plafond']}, {'Internet et bureau': ['Wifi', 'Espace de travail dédié']}, {'Cuisine et salle à manger': ['Cuisine', 'Réfrigérateur', 'Tout le nécessaire pour cuisiner', 'Vaisselle et couverts', 'Congélateur', 'Cuisinière', 'Four', 'Cafetière', 'Compacteur de déchets', 'Café']}, {""Caractéristiques de l'emplacement"": ['Entrée privée', 'Laverie automatique à proximité']}, {'Extérieur': ['Patio ou balcon', ""Mobilier d'extérieur"", 'Espace repas en plein air']}, {'Services': ['Animaux acceptés', 'Séjours longue durée autorisés', 'Arrivée autonome', 'Boîte à clé sécurisée', 'Service de ménage\xa0: disponible moyennant un supplément']}]"
id,url,title,description,overview,items,amenities
868078478807525199,https://fr.airbnb.com/rooms/868078478807525199,Appartement romantique ensoleillé avec vue - parking gratuit,"Appartement lumineux et romantique situé dans le centre de Casablanca (Val-Fleuri Maarif) dans un tout nouvel immeuble de très haut standing.<br />Calme et très bien situé, avec toutes les commodités à deux pas. Supermarché Carrefour, station de tramway, banques, restaurants, souk traditionnel, pharmacie… Vous avez tout.<br />Literie d'hôtel 5 étoiles, draps et serviettes blancs, nettoyage et désinfection professionnels, cuisine entièrement équipée… nous avons pris soin de tous les détails. Nous souhaitons que vous puissiez passer le meilleur séjour possible.","Logement entier : appartement - Casablanca, Maroc","['3 voyageurs', '1 chambre', '1 lit', '1\xa0salle de bain']","[{'Vues panoramiques': ['Vue panoramique sur la ville', 'Vue sur le jardin']}, {'Salle de bain': ['Sèche-cheveux', 'Produits de nettoyage', 'Shampoing', 'Savon pour le corps', 'Eau chaude', 'Gel douche']}, {'Chambre et linge': ['Lave-linge (Gratuit) dans le logement', 'Produits de base', 'Cintres', 'Linge de lit', 'Oreillers et couvertures supplémentaires', 'Stores ou rideaux occultants', 'Fer à repasser', 'Étendoir à linge', 'Espace de rangement pour les vêtements\xa0: armoire et commode']}, {'Divertissement': ['Télévision']}, {'Famille': ['Lit pour bébé\xa0: disponible sur demande', 'Recommandations de baby-sitters']}, {'Chauffage et climatisation': ['Climatisation centrale', 'Chauffage']}, {'Sécurité à la maison': ['Extincteur', 'Trousse de premiers secours']}, {'Internet et bureau': ['Vitesse du réseau wifi\xa0: 21\xa0Mbps', 'Espace de travail dédié']}, {'Cuisine et salle à manger': ['Cuisine', 'Réfrigérateur Siera ', 'Tout le nécessaire pour cuisiner', 'Vaisselle et couverts', 'Congélateur', 'Cuisinière électrique Silverline en acier inoxydable', 'Four simple Zanussi  en acier inoxydable', 'Bouilloire électrique', 'Cafetière\xa0: Nespresso', 'Verres à vin', 'Plaques de cuisson', 'Blender', 'Table à manger', 'Café']}, {""Caractéristiques de l'emplacement"": ['Entrée privée', 'Laverie automatique à proximité']}, {'Extérieur': ['Privé\xa0: patio ou balcon', ""Mobilier d'extérieur"", 'Espace repas en plein air']}, {'Parking et installations': ['Stationnement gratuit dans un garage sur place\xa0: 1\xa0place', 'Stationnement gratuit dans la rue', 'Ascenseur', 'Logement de plain-pied']}, {'Services': ['Animaux acceptés', 'Dépôt de bagages autorisé', 'Séjours longue durée autorisés', 'Arrivée autonome', 'Boîte à clé sécurisée', 'Ménage disponible pendant le séjour']}]"
id,url,description,title,overview,items,amenities
1721725879164598378,https://fr.airbnb.com/rooms/1721725879164598378,"Appartement avec vue sur la piscine dans une résidence sécurisée près de la plage de Sidi Rahal. L'appartement peut accueillir jusqu'à 4 personnes et comprend un balcon donnant sur la piscine, une télévision connectée, une cuisine équipée et un accès aux espaces extérieurs communs de la résidence. La plage est à proximité, et l'emplacement en bord de mer peut rendre l'appartement plus frais en été. Veuillez noter qu'il n'y a pas de climatisation ni de wifi dans l'appartement.",Escapade à la plage et vue sur la piscine dans le luxueux Casabay ,"Logement entier : appartement - Sidi Rahhal Chataï, Maroc","['4 voyageurs', '2 chambres', '3 lits', '2\xa0salles de bain']","[{'Sécurité à la maison': ['Caméras de surveillance extérieures présentes sur place']}, {""Caractéristiques de l'emplacement"": ['Accès à la plage']}, {'Parking et installations': ['Piscine']}, {'Services': ['Animaux acceptés', ""Clés remises par l'hôte""]}]"
id,url,description,title,overview,items,amenities
1271748905107412461,https://fr.airbnb.com/rooms/1271748905107412461,"Ce logement est au 7eme étage d’un immeuble neuf, se situant en plein cœur de Casablanca, à deux pas des twins center. Cet appartement sur deux façades offre une vue impressionnante sur les twins center et la mosquée Hassan II. Il est doté d’une grande Terasse bien ensoleillée sans vis à vis ou vous pourriez vous détendre. Tous les sites et commodités sont à proximité ce qui facilite la planification de votre visite. Dispose d’un wifi de 100 MO<br />Je me ferais un plaisir de vous accueillir.",Penthouse au cœur de la ville *vue panoramique*,"Logement entier : appartement - Casablanca, Maroc","['4 voyageurs', '1 chambre', '3 lits', '1\xa0salle de bain']","[{'Salle de bain': ['Sèche-cheveux', 'Produits de nettoyage', 'Shampoing', 'Savon pour le corps', 'Eau chaude', 'Gel douche']}, {'Chambre et linge': ['Lave-linge', 'Cintres', 'Linge de lit', 'Oreillers et couvertures supplémentaires', 'Stores ou rideaux occultants', 'Fer à repasser', 'Étendoir à linge', 'Espace de rangement pour les vêtements\xa0: armoire']}, {'Divertissement': ['Télévision']}, {'Famille': ['Grilles de fenêtre', 'Aire de jeux extérieure']}, {'Chauffage et climatisation': ['Climatisation', ""Chauffage d'appoint""]}, {'Sécurité à la maison': ['Extincteur']}, {'Internet et bureau': ['Wifi', 'Espace de travail dédié', 'Routeur wifi portable']}, {'Cuisine et salle à manger': ['Cuisine', 'Réfrigérateur', 'Four à micro-ondes', 'Tout le nécessaire pour cuisiner', 'Vaisselle et couverts', 'Mini réfrigérateur', 'Congélateur', 'Cuisinière électrique Other', 'Bouilloire électrique', 'Cafetière', 'Verres à vin', 'Grille-pain', 'Plaques de cuisson', 'Table à manger', 'Machine à pain']}, {""Caractéristiques de l'emplacement"": ['Entrée privée', 'Laverie automatique à proximité']}, {'Extérieur': ['Privé\xa0: patio ou balcon', 'Jardin', ""Mobilier d'extérieur"", 'Espace repas en plein air', 'Chaises longues']}, {'Parking et installations': ['Stationnement gratuit dans la rue', 'Ascenseur']}, {'Services': ['Animaux acceptés', 'Dépôt de bagages autorisé', 'Logement fumeur', 'Séjours longue durée autorisés', 'Arrivée autonome', 'Boîte à clé sécurisée', 'Ménage disponible pendant le séjour']}]"
id,url,description,title,overview,items,amenities
1727628824160465931,https://fr.airbnb.com/rooms/1727628824160465931,"Appartement de luxe ensoleillé d'une chambre, rue Ahmed Enassiri, dans le quartier privilégié de Palmier. Parfait pour les cadres et les couples, cet espace design dispose de sols en marbre, de boiseries sur mesure, d'une douche à effet de pluie et d'un matelas orthopédique de qualité supérieure. Cuisinez dans la cuisine haut de gamme ou détendez-vous sur votre balcon privé.<br /><br />AVANTAGES EXCLUSIFS :<br />• Place de parking privée au niveau -2 à l'intérieur du bâtiment<br />• Wifi fibre 100 Mbit/s et télévision connectée<br />• Arrivée autonome avec serrure connectée et à 2 minutes à pied de BD Abdelmoumen<br />• Transport privé dans notre fourgon de tourisme enregistré !",Studio pour les couples avec arrivée autonome et parking ,"Logement entier : appartement - Casablanca, Maroc","['4 voyageurs', '1 chambre', '1 lit', '1\xa0salle de bain']","[{'Salle de bain': ['Sèche-cheveux', 'Produits de nettoyage', 'Shampoing', 'Savon pour le corps', 'Bidet', 'Eau chaude', 'Gel douche']}, {'Chambre et linge': ['Lave-linge', 'Produits de base', 'Cintres', 'Linge de lit', 'Oreillers et couvertures supplémentaires', 'Stores ou rideaux occultants', 'Fer à repasser', 'Espace de rangement pour les vêtements']}, {'Divertissement': ['Télévision']}, {'Chauffage et climatisation': ['Climatisation', 'Chauffage']}, {'Internet et bureau': ['Wifi']}, {'Cuisine et salle à manger': ['Cuisine', 'Réfrigérateur', 'Tout le nécessaire pour cuisiner', 'Vaisselle et couverts', 'Congélateur', 'Four', 'Cafetière', 'Table à manger', 'Café']}, {'Extérieur': [""Mobilier d'extérieur""]}, {'Parking et installations': ['Stationnement gratuit sur place']}, {'Services': ['Animaux acceptés', 'Logement fumeur', 'Arrivée autonome', 'Serrure numérique']}]"
id,url,description,title,overview,items,amenities
1504441563471613725,https://fr.airbnb.com/rooms/1504441563471613725,"Bienvenue chez Beverly Home, appartement moderne et haut standing dans le quartier mythique France Ville, Casablanca. <br /><br />Niché dans la résidence haut standing Saphir, il offre calme, élégance. <br /><br />Profitez d’une chambre cosy, d’un salon lumineux et d’une cuisine entièrement équipée, avec fibre optique et IPTV. <br /><br />À deux pas du tramway, Marjane Market et Bim, pour un séjour pratique, confortable et connecté, idéal pour touristes, couples et voyageurs d’affaires. <br /><br />Welcome to Beverly Home 🩶",Studio cosy et moderne Appartement France Ville,"Logement entier : appartement en résidence - Casablanca, Maroc","['4 voyageurs', '1 chambre', '2 lits', '1\xa0salle de bain']","[{'Salle de bain': ['Sèche-cheveux', 'Produits de nettoyage', 'Eau chaude', 'Gel douche']}, {'Chambre et linge': ['Lave-linge', 'Produits de base', 'Cintres', 'Linge de lit', 'Oreillers et couvertures supplémentaires', 'Stores ou rideaux occultants', 'Fer à repasser', 'Étendoir à linge', 'Espace de rangement pour les vêtements\xa0: dressing']}, {'Divertissement': ['Télévision']}, {'Famille': ['Lit pour bébé', 'Lit parapluie\xa0: disponible sur demande']}, {'Chauffage et climatisation': ['Climatisation', 'Chauffage central']}, {'Sécurité à la maison': ['Extincteur', 'Trousse de premiers secours']}, {'Internet et bureau': ['Wifi', 'Espace de travail dédié']}, {'Cuisine et salle à manger': ['Cuisine', 'Réfrigérateur', 'Four à micro-ondes', 'Tout le nécessaire pour cuisiner', 'Vaisselle et couverts', 'Four', 'Bouilloire électrique', 'Cafetière\xa0: Nespresso', 'Grille-pain', 'Plaques de cuisson', 'Blender', 'Table à manger', 'Café', 'Machine à pain']}, {""Caractéristiques de l'emplacement"": ['Entrée privée', 'Laverie automatique à proximité']}, {'Parking et installations': ['Stationnement gratuit sur place', 'Ascenseur']}, {'Services': ['Animaux acceptés', 'Logement fumeur', 'Arrivée autonome', 'Serrure connectée', 'Service de ménage disponible de 11:00 à 14:30, tous les jours\xa0: disponible moyennant un supplément']}]"
